file	line	id	code	value	classification	resolution
server/frontend-contracts/components/controls.md		date-fields	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		desktop-navigation	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		filter-chip	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		food-action-slots	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		food-disclosure	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		food-fields	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		food-header	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		food-payment-marker	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		food-position-slots	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		global-search-result	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		icon-button	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		info-trigger	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		interactive-chip	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		invite-link-controls	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		kiosk-header-action	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		kiosk-match-row	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		legacy-secondary-modifier	contract-reference-count	0	violation	Remove the satisfied legacy exception with its caller token.
server/frontend-contracts/components/controls.md		music-controls	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		music-copy-actions	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		music-cover	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		native-fields	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		number-stepper	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		page-heading	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		payment-controls	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		payment-state	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		player-card	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		player-selection-actions	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		poll-choice	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		poll-choice-text	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		poll-disclosure	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		poll-secondary	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		poll-text-width	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		profile-controls	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		profile-preview	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		rating-slider	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		rating-suggestion	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		result-actions	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		result-fields	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		row-icons	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		row-layout	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		scribble-tools	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		scribble-word-choice	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		search-field	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		search-options	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		search-select	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		seating-player	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		seating-pool	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		section-heading	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		section-tab	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		section-title	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		selection-buttons	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		selection-icons	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		selection-search-actions	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		selection-state	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		selection-toolbar	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		structural-cards	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		structural-disclosure	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		subpage-heading	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		tabbed-subpage-heading	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		topbar-icons	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		topbar-title	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		tournament-label	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		vote-fields	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/frontend-contracts/components/controls.md		vote-submitted-state	contract-reference-count	0	violation	Add the unique explicit ownership reference in the declared contract anchor.
server/public/js/arcade/lobbyReady.js	53		unregistered-dynamic-control	<button type="button" class="arcade-mode-toggle-btn${active ? ' is-active' : ''}" data-${dataAttr}="${escapeHtml(value)}" aria-pressed="${active}"${disabled ? ' disabled' : ''}>	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/arcade/views/arcade.js	613		unregistered-dynamic-control	<button type="button" class="card arcade-tile ${active === game.id ? 'is-active' : ''} ${game.soon ? 'is-soon' : ''}" data-game="${game.id}"${active === game.id ? ' aria-current="page"' : ''}>	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/arcade/views/arcadeScribble.js	468		unregistered-dynamic-control	<button type="button" class="scribble-swatch ${tool.mode !== 'erase' && tool.color === color ? 'scribble-swatch-active' : ''}" style="background:${color};" data-color="${color}" title="Farbe">	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/arcade/views/arcadeScribble.js	472		unregistered-dynamic-control	<button type="button" class="btn btn-sm scribble-size-btn ${tool.mode !== 'erase' && tool.size === size ? 'btn-primary' : ''}" data-size="${size}" title="Stiftgröße">	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/arcade/views/arcadeScribble.js	479		unregistered-dynamic-control	<button type="button" class="btn btn-sm ${tool.mode === 'erase' ? 'btn-primary' : ''}" id="scribble-erase">	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/arcade/views/arcadeScribble.js	480		unregistered-dynamic-control	<button type="button" class="btn btn-sm ${tool.mode === 'fill' ? 'btn-primary' : ''}" id="scribble-fill">	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/arcade/views/arcadeScribble.js	549		unregistered-dynamic-control	<button type="button" class="btn ${selected ? 'btn-primary' : ''}" data-final-favorite="${drawing.id}" aria-pressed="${selected}" ${disabled ? 'disabled title="Das eigene Bild kann nicht Favorit sein"' : ''}>	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/arcade/views/arcadeScribble.js	603		unregistered-dynamic-control	<button type="button" class="btn btn-sm ${myThumbActive ? 'btn-primary' : ''}" id="scribble-thumb" aria-pressed="${myThumbActive}">	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/arcade/views/arcadeWatch.js	187		unregistered-dynamic-control	<button type="button" class="btn btn-sm ${watchThumbActive ? 'btn-primary' : ''}" id="arcade-watch-thumb" aria-pressed="${watchThumbActive}" ${!watchCanVote ? 'disabled' : ''}>	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/arcade/views/battleship.js	184		unregistered-dynamic-control	<button type="button" class="battleship-cell ${segment?.className ?? ''}" data-place-cell="${cell}" ${segment?.attributes ?? ''} role="gridcell" aria-label="${String.fromCharCode(65 + col)} ${row + 1}${segment ? `, ${escapeHtml(segment.name)}` : ''}">	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/arcade/views/battleship.js	202		unregistered-dynamic-control	<button type="button" class="btn btn-sm ${selectedShip === ship.id ? 'btn-primary' : ''}" data-select-ship="${ship.id}" aria-pressed="${selectedShip === ship.id}" ${locked ? 'disabled' : ''}>	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/arcade/views/battleship.js	235		unregistered-dynamic-control	<button type="button" class="battleship-cell ${shot ? `is-${shot}` : ''} ${selected ? 'is-selected' : ''}" data-fire-cell="${cell}" ${!canFire || shot || pendingAction ? 'disabled' : ''} role="gridcell" aria-label="${coordinateName}, ${label}" aria-selected="${selected}">	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/arcade/views/challengeRush.js	309		unregistered-dynamic-control	<button type="button" class="btn challenge-rush-memory-cell${selected.has(index) ? ' is-selected' : ''}" data-cr-${attribute}="${index}" aria-label="${cellLabel(index)}" ${disabled || (disableSelected && selected.has(index)) ? 'disabled' : ''}>	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/dateTimeField.js	222		unregistered-dynamic-control	<button type="button" class="${classes.join(' ')}" data-dt-day="${day}" tabindex="${key === focusedKey && !disabled ? '0' : '-1'}"${disabled ? ' disabled' : ''} aria-label="${day}. ${MONTH_NAMES[viewMonth]} ${viewYear}"${key === selectedKey ? ' aria-selected="true"' : ''}>	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/emptyState.js	25		unregistered-dynamic-control	<button type="button" class="${escapeHtml(className)}"${id}${navigate}>	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/feedback.js	35		unregistered-dynamic-control	<button type="button" class="btn btn-sm${selectedSentiment === s.value ? ' btn-primary' : ''}"\n        data-feedback-sentiment="${s.value}" aria-pressed="${selectedSentiment === s.value}">	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/infoTooltip.js	98		unregistered-dynamic-control	<button type="button" class="${triggerClass}" data-info-tooltip-trigger\n      aria-label="${ariaLabel}" aria-controls="${safeId}"\n      aria-expanded="false">	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/modal.js	136		unregistered-dynamic-control	<button type="button" class="btn btn-sm btn-equal ${danger ? 'btn-danger' : 'btn-primary'}" data-confirm>	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/sectionNav.js	107		unregistered-dynamic-control	<button type="button" class="btn btn-sm section-tab${active ? ' btn-primary' : ''}"\n        data-section-tab="${tab.view}"${active ? ' aria-current="page"' : ''}>	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/tournamentPresentation.js	147		unregistered-dynamic-control	<button type="button" class="${cls}" data-match="${m.id}" data-winner="${teamId}" ${editing ? 'data-update-result="true"' : ''}>	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/views/adminFeedback.js	52		unregistered-dynamic-control	<button type="button" class="btn btn-sm${nextResolved ? ' btn-primary' : ''}" data-feedback-resolution="${escapeHtml(entry.id)}"\n          data-next-resolved="${nextResolved}" aria-label="${escapeHtml(accessibleActionLabel)}" ${updating ? 'disabled' : ''}>	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/views/adminFeedback.js	81		unregistered-dynamic-control	<button type="button" class="chip${feedbackSentimentFilter === option.value ? ' is-active' : ''}"\n            aria-pressed="${feedbackSentimentFilter === option.value}" data-feedback-sentiment-filter="${option.value}">	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/views/analytics.js	176		unregistered-dynamic-control	<button type="button" class="btn btn-sm ${activeTab === 'playtime' ? 'btn-primary' : ''}" data-an-tab="playtime">	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/views/analytics.js	177		unregistered-dynamic-control	<button type="button" class="btn btn-sm ${activeTab === 'matches' ? 'btn-primary' : ''}" data-an-tab="matches">	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/views/analytics.js	178		unregistered-dynamic-control	<button type="button" class="btn btn-sm ${activeTab === 'arcade' ? 'btn-primary' : ''}" data-an-tab="arcade">	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/views/arrivals.js	278		unregistered-dynamic-control	<button\n    type="button"\n    class="arrivals-sort-button${isActive ? ' is-active' : ''}"\n    data-arrivals-sort="${key}"\n    aria-pressed="${isActive}"\n    aria-label="${label}: ${isActive ? directionLabel : 'nicht sortiert'}"\n  >	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/views/checklist.js	380		unregistered-dynamic-control	<button type="button" class="btn btn-sm${form.kind === 'todo' ? ' btn-primary' : ''}" data-todo-kind="todo" aria-pressed="${form.kind === 'todo'}">	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/views/checklist.js	381		unregistered-dynamic-control	<button type="button" class="btn btn-sm${form.kind === 'item_request' ? ' btn-primary' : ''}" data-todo-kind="item_request" aria-pressed="${form.kind === 'item_request'}">	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/views/checklist.js	396		unregistered-dynamic-control	<button type="button" class="btn btn-sm${form.assignMode === 'none' ? ' btn-primary' : ''}" data-todo-assign-mode="none" aria-pressed="${form.assignMode === 'none'}">	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/views/checklist.js	397		unregistered-dynamic-control	<button type="button" class="btn btn-sm${form.assignMode === 'self' ? ' btn-primary' : ''}" data-todo-assign-mode="self" aria-pressed="${form.assignMode === 'self'}">	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/views/checklist.js	398		unregistered-dynamic-control	<button type="button" class="btn btn-sm${form.assignMode === 'pick' ? ' btn-primary' : ''}" data-todo-assign-mode="pick" aria-pressed="${form.assignMode === 'pick'}">	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/views/checklist.js	548		unregistered-dynamic-control	<button type="button" class="chip${typeFilter === 'all' ? ' is-active' : ''}" aria-pressed="${typeFilter === 'all'}" data-checklist-type-filter="all">	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/views/checklist.js	549		unregistered-dynamic-control	<button type="button" class="chip${typeFilter === 'todo' ? ' is-active' : ''}" aria-pressed="${typeFilter === 'todo'}" data-checklist-type-filter="todo">	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/views/checklist.js	550		unregistered-dynamic-control	<button type="button" class="chip${typeFilter === 'item_request' ? ' is-active' : ''}" aria-pressed="${typeFilter === 'item_request'}" data-checklist-type-filter="item_request">	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/views/checklist.js	551		unregistered-dynamic-control	<button type="button" class="chip${onlyMineFilter ? ' is-active' : ''}" aria-pressed="${onlyMineFilter}" data-checklist-only-mine>	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/views/eventPolls.js	260		unregistered-dynamic-control	<button type="button" class="btn btn-square${draft[option.id] === value ? ' btn-primary' : ''}"\n            data-poll-response="${value}" data-poll-id="${escapeHtml(poll.id)}" data-option-id="${escapeHtml(option.id)}"\n            aria-label="${value} von 5" aria-pressed="${draft[option.id] === value}">	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/views/eventPolls.js	270		unregistered-dynamic-control	<button type="button" class="btn btn-sm${draft[option.id] === value ? ' btn-primary' : ''}"\n            data-poll-response="${value}" data-poll-id="${escapeHtml(poll.id)}" data-option-id="${escapeHtml(option.id)}"\n            aria-label="${fullLabels[value]}" aria-pressed="${draft[option.id] === value}">	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/views/eventPolls.js	280		unregistered-dynamic-control	<button type="button" class="btn btn-sm event-poll-choice-btn${selected ? ' btn-primary' : ''}" data-poll-choice="${escapeHtml(poll.id)}"\n          data-option-id="${escapeHtml(option.id)}" aria-pressed="${selected}">	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/views/events.js	183		unregistered-dynamic-control	<button type="button" class="chip${entry.id === 'alle' ? ' is-active' : ''}" aria-pressed="${entry.id === 'alle'}" data-excuse-category="${escapeHtml(entry.id)}">	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/views/events.js	380		unregistered-dynamic-control	<button type="button" class="payment-paid-marker ${participant.paid ? 'is-paid' : ''}" data-toggle-event-paid="${escapeHtml(event.id)}" data-payment-player="${escapeHtml(participant.playerId)}" aria-pressed="${Boolean(participant.paid)}" title="${escapeHtml(paidTitle)}" aria-label="${escapeHtml(paidTitle)}">	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/views/events.js	487		unregistered-dynamic-control	<button type="button" class="payment-paid-marker ${isPaid ? 'is-paid' : ''}" data-toggle-event-paid="${escapeHtml(event.id)}" data-payment-player="${escapeHtml(myParticipation.playerId)}" aria-pressed="${isPaid}" title="${isPaid ? 'Eigene Bezahlt-Markierung aufheben' : 'Eigenen Beitrag als bezahlt markieren'}" aria-label="${isPaid ? 'Eigene Bezahlt-Markierung aufheben' : 'Eigenen Beitrag als bezahlt markieren'}">	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/views/events.js	623		unregistered-dynamic-control	<button type="button" class="btn${primary ? ' btn-primary' : ''} btn-sm" data-accept-participation="${escapeHtml(event.id)}">	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/views/foodOrders.js	511		unregistered-dynamic-control	<button type="button" class="payment-paid-marker food-order-paid-marker ${allPaid ? 'is-paid' : ''}" data-toggle-group-paid="${playerId}" data-order="${order.id}" ${locked ? 'disabled' : ''} aria-pressed="${allPaid ? 'true' : 'false'}" title="${escapeHtml(paidTitle)}" aria-label="${escapeHtml(paidTitle)}">	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/views/foodOrders.js	1058		unregistered-dynamic-control	<button type="button" class="btn btn-sm btn-equal ${danger ? 'btn-danger' : 'btn-primary'}" data-confirm-ok>	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/views/gameCatalog.js	189		unregistered-dynamic-control	<button type="button" class="btn btn-sm${active ? ' btn-primary' : ''}" data-sort="${key}" aria-pressed="${active}">	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/views/gameCatalog.js	220		unregistered-dynamic-control	<button\n      type="button"\n      class="skill-suggestion-chip ${diverges ? 'skill-suggestion-chip-diverges' : ''}"\n      data-apply-suggestion="${gameId}"\n      data-suggested-rating="${suggestion.rating}"\n      title="Aus ${suggestion.matchCount} Ergebnissen (${winRatePercent}% Siege) – antippen zum Übernehmen"\n    >	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/views/gameCatalog.js	247		unregistered-dynamic-control	<input type="range" class="skill-row-slider ${accentClass}${isUnset ? ' skill-row-slider-unset' : ''}" min="1" max="10" step="1" value="${sliderValue}" aria-label="${escapeHtml(sliderLabel)}" ${disabled ? 'disabled' : ''} />	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/views/gameCatalog.js	428		unregistered-dynamic-control	<button type="button" class="chip${selectedGenres.has(g) ? ' is-active' : ''}" data-genre-toggle="${escapeHtml(g)}" aria-pressed="${selectedGenres.has(g)}">	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/views/gameCatalog.js	754		unregistered-dynamic-control	<button type="button" class="btn btn-sm ${activeTab === 'catalog' ? 'btn-primary' : ''}" data-tab="catalog">	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/views/gameCatalog.js	755		unregistered-dynamic-control	<button type="button" class="btn btn-sm ${activeTab === 'suggestions' ? 'btn-primary' : ''}" data-tab="suggestions">	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/views/gameCatalog.js	756		unregistered-dynamic-control	<button type="button" class="btn btn-sm ${activeTab === 'all' ? 'btn-primary' : ''}" data-tab="all">	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/views/gameCatalog.js	769		unregistered-dynamic-control	<button type="button" class="chip${genreFilter.has(g) ? ' is-active' : ''}" data-genre-filter="${escapeHtml(g)}" aria-pressed="${genreFilter.has(g)}">	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/views/gameCatalog.js	776		unregistered-dynamic-control	<button type="button" class="chip${ratingFilter.has('bock') ? ' is-active' : ''}" data-rating-filter="bock" aria-pressed="${ratingFilter.has('bock')}">	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/views/gameCatalog.js	777		unregistered-dynamic-control	<button type="button" class="chip${ratingFilter.has('skill') ? ' is-active' : ''}" data-rating-filter="skill" aria-pressed="${ratingFilter.has('skill')}">	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/views/matchmaking.js	166		unregistered-dynamic-control	<button type="button" class="team-player tournament-drag-player${selectedDrawPlayer?.drawId === draw.id && selectedDrawPlayer.playerId === p.id ? ' is-selected' : ''}" draggable="true" data-move-draw="${draw.id}" data-move-player="${p.id}" data-team-index="${i}" aria-pressed="${selectedDrawPlayer?.drawId === draw.id && selectedDrawPlayer.playerId === p.id}" aria-label="${escapeHtml(p.name)} verschieben">	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/views/matchmaking.js	625		unregistered-dynamic-control	<button type="button" class="btn btn-sm${teamsMode === 'draw' ? ' btn-primary' : ''}" data-mm-mode="draw" aria-pressed="${teamsMode === 'draw'}">	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/views/matchmaking.js	626		unregistered-dynamic-control	<button type="button" class="btn btn-sm${teamsMode === 'draft' ? ' btn-primary' : ''}" data-mm-mode="draft" aria-pressed="${teamsMode === 'draft'}">	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/views/music.js	426		unregistered-dynamic-control	<button type="button" class="btn music-result-type-button${activeType === 'tracks' ? ' btn-primary' : ''}" data-music-result-type="tracks" aria-pressed="${activeType === 'tracks'}">	violation	Register the exact class-expression caller in the owning component dynamicUses.
server/public/js/views/music.js	427		unregistered-dynamic-control	<button type="button" class="btn music-result-type-button${activeType === 'playlists' ? ' btn-primary' : ''}" data-music-result-type="playlists" aria-pressed="${activeType === 'playlists'}">	violation	Register the exact class-expression caller in the owning component dynamicUses.
