file	line	selector	callKey	property	value	code	initialClassification	classification	registryId	contract	owner	resolution
server/public/js/arcade/views/arcade.js	271		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/arcade/views/arcade.js	279		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/arcade/views/arcade.js	297		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/arcade/views/arcade.js	299		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/arcade/views/arcade.js	434		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/arcade/views/arcadeScribble.js	898		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/arcade/views/battleship.js	426		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/arcade/views/blobby.js	164		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/arcade/views/challengeRush.js	274		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/arcade/views/pong.js	164		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/arcade/views/snake.js	113		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/arcade/views/tetris.js	451		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/authGate.js	81	input		min-width	0	inline-style	violation	violation	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Remove redundant inline min-width; native field owner already declares it.
server/public/js/kiosk.js	948		emptyStateHtml.style	style	padding:var(--space-8);	empty-state-presentation	violation	violation	empty-state-kiosk-loading	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/kiosk.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/views/admin.js	102	input		font-size	var(--font-size-xs)	inline-style	violation	violation	invite-link-field	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Move the invite URL font-size to its named owner class; preserve the monospace/flex caller properties.
server/public/js/views/analytics.js	243		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/views/analytics.js	284		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/views/analytics.js	303		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/views/analytics.js	316		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/views/analytics.js	356		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/views/analytics.js	386		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/views/analytics.js	398		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/views/analytics.js	410		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/views/analytics.js	422		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/views/analytics.js	466		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/views/broadcast.js	53		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/views/events.js	114	button.btn.btn-secondary		class	btn-secondary	modifier	temporary-exception	temporary-exception	legacy-secondary-modifier	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen		Resolved in Package 5: remove btn-secondary at the exact kiosk-password retry caller and delete legacy-secondary-modifier after its removal criterion is met.
server/public/js/views/foodOrders.js	552		emptyStateHtml.style	style	font-size:var(--font-size-sm);padding:var(--space-2) 0;	empty-state-presentation	violation	violation	empty-state-food-items	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/domains.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/views/gameCatalog.js	441	button.icon-btn		font-size	var(--font-size-xs)	inline-style	violation	violation	icon-button	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Remove process-removal inline font-size/padding; use the shared icon-button interior.
server/public/js/views/gameCatalog.js	441	button.icon-btn		padding	0 var(--space-1)	inline-style	violation	violation	icon-button	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Remove process-removal inline font-size/padding; use the shared icon-button interior.
server/public/js/views/hallOfFame.js	49		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/views/home.js	73		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/views/matchmaking.js	445		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/views/matchmaking.js	452		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/views/myStats.js	76		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/views/myStats.js	123		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/views/myStats.js	139		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/views/myStats.js	151		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/views/myStats.js	166		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/views/profile.js	255		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/views/profile.js	258		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/views/tournament.js	315		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/views/votes.js	277		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/views/votes.js	385		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/views/votes.js	390		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/views/votes.js	395		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/views/votes.js	418		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/views/votes.js	423		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
